"homework","student_id","points","correct","feedback","justification"
"du05_1","2518","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2542","3.5","false","Hlavní důkaz přes transponovanou matici, singularitu a posun je správný. Není však obecně pravda, že A anuluje všechny násobky vektoru samých jedniček; tato informace se v dané situaci týká A^T. Toto chybné tvrzení je nutné odstranit nebo opravit.","The main transpose, singularity, and shift argument is correct, but the response additionally claims that A annihilates every multiple of the all-ones vector. That statement generally holds for A^T here, not for A."
"du05_1","2562","3","false","Správně získáváte vlastní číslo, respektive netriviální jádro, pro transponovanou matici. Chybí však zdůvodnění, proč z toho plyne odpovídající tvrzení pro původní matici A; stejná mezera zůstává i v obecném případě po posunu.","The response correctly obtains an eigenvalue or nontrivial kernel for the transpose, but it does not justify the essential transfer from the transposed matrix to the original one. The shifted general case inherits the same gap."
"du05_1","2736","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2743","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2760","3","false","Správně získáváte vlastní číslo, respektive netriviální jádro, pro transponovanou matici. Chybí však zdůvodnění, proč z toho plyne odpovídající tvrzení pro původní matici A; stejná mezera zůstává i v obecném případě po posunu.","The response correctly obtains an eigenvalue or nontrivial kernel for the transpose, but it does not justify the essential transfer from the transposed matrix to the original one. The shifted general case inherits the same gap."
"du05_1","2764","3","false","V případě nulových součtů docházíte pouze k det(A^T)=0. Chybí zdůvodnění přechodu k det(A)=0, a tedy k singularitě původní matice; obecný případ pak tuto nedoloženou část jen přebírá.","The solution reaches det(A^T)=0 in the zero-sum case but never supplies the determinant/regularity link needed to conclude det(A)=0. It then invokes that unproved conclusion for A-aI."
"du05_1","2766","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2771","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2815","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2826","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2857","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2858","3","false","Správně získáváte vlastní číslo, respektive netriviální jádro, pro transponovanou matici. Chybí však zdůvodnění, proč z toho plyne odpovídající tvrzení pro původní matici A; stejná mezera zůstává i v obecném případě po posunu.","The response correctly obtains an eigenvalue or nontrivial kernel for the transpose, but it does not justify the essential transfer from the transposed matrix to the original one. The shifted general case inherits the same gap."
"du05_1","2859","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2860","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2862","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2864","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2865","3","false","Správně získáváte vlastní číslo, respektive netriviální jádro, pro transponovanou matici. Chybí však zdůvodnění, proč z toho plyne odpovídající tvrzení pro původní matici A; stejná mezera zůstává i v obecném případě po posunu.","The response correctly obtains an eigenvalue or nontrivial kernel for the transpose, but it does not justify the essential transfer from the transposed matrix to the original one. The shifted general case inherits the same gap."
"du05_1","2866","3.5","false","Záměr důkazu přes transpozici je správný, ale při převodu předpokladu zaměňujete řádky a sloupce. Součty ve sloupcích A dávají součty v řádcích A^T, nikoli součty v řádcích A a sloupcích A^T. Tuto orientaci je nutné v důkazu opravit.","The intended transpose argument is essentially correct, but the proof reverses rows and columns when translating the hypothesis: the given column sums of A become row sums of A^T, not row sums of A and column sums of A^T."
"du05_1","2868","3","false","Netriviální vektor správně nacházíte v jádře A^T, následně však bez zdůvodnění přecházíte k neprostotě zobrazení reprezentovaného maticí A. Chybí tedy podstatný krok, který by prokázal singularitu původní matice.","A nonzero vector in ker(A^T) is found, but the response then treats the linear map represented by A as noninjective without establishing any bridge between A^T and A. Thus the crucial singularity conclusion for A is unsupported."
"du05_1","2869","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2871","3.5","false","Argument o lineární závislosti řádků i zavedení B=A-aI jsou správné. V obecném případě ale uvádíte singularitu A, přestože z předchozí části plyne singularita B; tuto záměnu matic je nutné opravit, aby závěr navazoval korektně.","The row-dependence argument and the shift B=A-aI are correct, but in the general case the proof says that A is singular where it needs B to be singular. The final conclusion is therefore written with a consequential matrix-label error."
"du05_1","2876","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2877","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2878","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2887","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2888","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2892","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2900","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2903","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2917","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2922","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2924","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2932","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2935","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2937","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2947","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2948","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2956","3.5","false","Správně využíváte lineární závislost řádků, ale z nulového součtu všech řádků neplyne, že poslední řádek je součtem ostatních; je roven záporně vzatému součtu ostatních. Závěr o závislosti je správný, uvedenou rovnost je však nutné opravit.","The solution correctly aims to prove row dependence, but it states that the last row equals the sum of the other rows. From a zero total row sum it equals the negative of that sum. The dependence conclusion survives, but the displayed relation is wrong."
"du05_1","2968","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2984","3","false","Získáváte det(A^T)=0, ale bez dalšího z toho vyvozujete neprostotu zobrazení s maticí A. Chybí zdůvodnění přechodu od transponované matice k původní matici, takže rozhodující krok důkazu není doložen.","The proof obtains det(A^T)=0 and then immediately declares the map represented by A noninjective. The equality det(A^T)=det(A), or an equivalent transpose-rank argument, is not supplied."
"du05_1","2988","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","2993","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3001","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3007","3.5","false","Důkaz správně ukazuje, že M'=M-λI je singulární. V závěru však vlastní číslo připisujete matici M' místo původní matici M; tuto záměnu je nutné opravit, protože pro M' je prokázáno vlastní číslo 0.","The determinant argument correctly proves that M'=M-lambda I is singular, but the final sentence attributes the eigenvalue to M' rather than to M. This is a local but mathematically incorrect conclusion label."
"du05_1","3025","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3036","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3039","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3041","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3056","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3057","3","false","Správně pozorujete nulové součty řádků u B^T, ale následně provádíte eliminaci na B a dál používáte vlastnost náležející B^T. Navíc tvrzení o změně determinantu pokrývá jen prohazování řádků, nikoli všechny uvedené eliminační operace. Tyto části je nutné sjednotit a zpřesnit.","The proof identifies that B^T has zero row sums but then performs elimination on B while continuing to use that row-sum property. It also says only row swaps affect the determinant although unspecified Gaussian elimination may include scaling. These gaps prevent the singularity argument from being fully valid as written."
"du05_1","3060","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3075","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3076","2.5","false","V nulovém případě prokazujete tvrzení pouze pro transponovanou matici a chybí přechod k A. V obecném případě navíc po zavedení A-aI pracujete s výrazem A+aI, což je chybná změna znaménka. Obě podstatné vady je nutné opravit.","The zero-sum case establishes a dependence/kernel statement only for the transpose and never bridges it to A. In the shifted case the response also uses A+aI after defining the needed matrix as A-aI, producing a sign error."
"du05_1","3077","3","false","Pro transponovanou matici správně nacházíte vektor v jádře, přechod k původní matici A však není jasný ani zdůvodněný. Chybí platná vazba přes determinant, hodnost nebo regularitu.","A kernel/eigenvector for the transpose is found, but the subsequent transfer to A is unclear and unsupported. No valid determinant, rank, or regularity argument connecting the two matrices is given."
"du05_1","3089","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3115","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3121","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3135","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3136","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3139","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3164","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3166","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3168","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3174","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3188","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3193","3","false","Správně získáváte vlastní číslo, respektive netriviální jádro, pro transponovanou matici. Chybí však zdůvodnění, proč z toho plyne odpovídající tvrzení pro původní matici A; stejná mezera zůstává i v obecném případě po posunu.","The response correctly obtains an eigenvalue or nontrivial kernel for the transpose, but it does not justify the essential transfer from the transposed matrix to the original one. The shifted general case inherits the same gap."
"du05_1","3194","3","false","Správně získáváte vlastní číslo, respektive netriviální jádro, pro transponovanou matici. Chybí však zdůvodnění, proč z toho plyne odpovídající tvrzení pro původní matici A; stejná mezera zůstává i v obecném případě po posunu.","The response correctly obtains an eigenvalue or nontrivial kernel for the transpose, but it does not justify the essential transfer from the transposed matrix to the original one. The shifted general case inherits the same gap."
"du05_1","3204","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3205","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3218","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3221","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3223","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3225","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3231","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3233","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3238","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3239","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3240","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3241","3.5","false","Případ nulových součtů i volba B=A-aI jsou správné. V obecném případě však chybí dokončení přechodu od singularity B k rovnosti Ax=ax pro nenulový vektor; bez tohoto kroku není závěr výslovně doložen.","The zero-sum row-dependence proof and the construction B=A-aI are correct, but the general case stops at invoking the reduced case and does not explicitly connect a nonzero vector in ker(B) to Ax=ax."
"du05_1","3242","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3245","4","true","Podmínku o součtech ve sloupcích správně převádíte na singularitu matice A-aI a z nenulového vektoru v jejím jádře korektně získáváte rovnost Ax=ax. Důkaz je úplný.","The proof correctly turns the column-sum condition into singularity of A-aI (via the transpose or an equivalent row-dependence argument) and obtains a nonzero vector x satisfying Ax=ax."
"du05_1","3248","3","false","Správně získáváte vlastní číslo, respektive netriviální jádro, pro transponovanou matici. Chybí však zdůvodnění, proč z toho plyne odpovídající tvrzení pro původní matici A; stejná mezera zůstává i v obecném případě po posunu.","The response correctly obtains an eigenvalue or nontrivial kernel for the transpose, but it does not justify the essential transfer from the transposed matrix to the original one. The shifted general case inherits the same gap."
"du05_1","3254","1.5","false","Vektor e₁ zde nezachycuje součty všech prvků ve sloupcích: součin A^T e₁ pouze vybírá příslušný řádek či sloupec a obecně nemusí být nulový. Proto není prokázán nenulový vektor v jádře ani singularita a následný posun tento problém neodstraňuje.","The proof uses the first basis vector and treats A^T e1 as if it encoded the column sums. It actually selects a row/column of the matrix and need not vanish, so the claimed kernel vector and singularity are not established."
